epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
0;0.1273738288320601;0.975;0.057022382431408614;0.7387820512820513;0.125;0.975;nan;1.0;0.0;0.984375;0.019159403301496045;0.5346031746031746;0.09230175915872678;0.0425531914893617;0.984375;nan;1.0;0.0
1;0.09513615479227155;0.978125;0.06068390492847282;0.7503423094477407;0.13636363636363635;0.978125;nan;1.0;0.0;0.984375;0.03141486721278214;0.7212698412698413;0.09756188632454724;0.05714285714285714;0.984375;nan;1.0;0.0
0;0.18419714553747327;0.98125;0.07264606390485043;0.7776008492569003;0.16666666666666666;0.98125;nan;1.0;0.0;0.98125;0.05259598974255015;0.6878980891719746;0.09444892490282655;0.1111111111111111;0.98125;nan;1.0;0.0
